qid,totalRefs,totalPrimaryRefs,totalSecondaryRefs,verseRefs,chapterRefs
Q9200,3,3,0,2,2
Q302,32,0,32,4,4
Q212647,1,1,0,1,1
Q953527,1,1,0,1,1
Q1396807,1,1,0,1,1
Q468859,1,1,0,1,1
Q4281752,1,1,0,1,1
Q185856,1,1,0,1,1
Q6188194,2,2,0,1,1
Q128538,1,1,0,1,1
Q468856,1,1,0,1,1
