qid,totalRefs,totalPrimaryRefs,totalSecondaryRefs,verseRefs,chapterRefs
Q319034,2,1,1,2,1
Q12591,92,80,12,72,5
Q110844406,4,4,0,4,1
Q171724,84,82,2,70,10
Q5891723,22,22,0,18,3
Q11343582,22,22,0,18,3
Q8183887,22,22,0,18,3
Q8423,3,1,2,3,3
Q124541190,4,4,0,4,1
Q225198,20,19,1,16,3
Q603176,30,30,0,22,3
Q81989,2,2,0,2,2
Q158825,1,0,1,1,1
Q9077,2,0,2,2,1
Q302,3,0,3,2,1
Q45581,3,3,0,3,2
