qid,totalRefs,totalPrimaryRefs,totalSecondaryRefs,verseRefs,chapterRefs
Q125345983,1,0,1,1,1
Q138636935,1,0,1,1,1
Q44123555,1,0,1,1,1
Q2040793,1,0,1,1,1
Q1161313,1,0,1,1,1
Q888890,1,0,1,1,1
Q586541,1,0,1,1,1
Q9181,7,0,7,6,3
Q671872,5,0,5,4,3
Q183403,3,0,3,3,1
Q3773487,1,0,1,1,1
Q21087985,1,0,1,1,1
Q24238724,1,0,1,1,1
Q14925213,1,0,1,1,1
Q20101216,1,0,1,1,1
Q5313606,1,0,1,1,1
Q21087988,1,0,1,1,1
Q22004334,1,0,1,1,1
Q20101919,1,0,1,1,1
Q11927540,1,0,1,1,1
Q10335361,1,0,1,1,1
Q11944201,1,0,1,1,1
Q908531,2,0,2,2,1
Q786540,1,0,1,1,1
Q737548,2,0,2,1,1
Q1212757,1,0,1,1,1
Q755316,2,0,2,2,1
Q594903,1,0,1,1,1
Q369850,1,0,1,1,1
Q9332549,1,0,1,1,1
Q124819618,1,0,1,1,1
Q5382125,1,0,1,1,1
Q5382171,1,0,1,1,1
Q108207665,1,0,1,1,1
Q3314892,1,0,1,1,1
Q124325068,1,0,1,1,1
Q220822,2,0,2,2,1
Q289957,14,0,14,10,7
Q2899130,2,0,2,2,1
Q32979741,2,0,2,2,1
Q10306885,1,0,1,1,1
Q125263542,1,0,1,1,1
Q85774893,1,0,1,1,1
Q134715631,1,0,1,1,1
Q7089609,1,0,1,1,1
Q8069299,1,0,1,1,1
Q106145044,1,0,1,1,1
Q114627203,1,0,1,1,1
Q32979730,1,0,1,1,1
Q372091,1,0,1,1,1
Q108487406,1,0,1,1,1
Q108487424,1,0,1,1,1
Q114627891,1,0,1,1,1
Q6884915,1,0,1,1,1
Q42532277,1,0,1,1,1
Q6684617,3,0,3,2,1
Q125423902,2,0,2,2,1
Q42532003,2,0,2,2,1
Q42532204,3,0,3,3,1
Q124820244,2,0,2,2,1
Q10274802,2,0,2,2,1
Q124820697,2,0,2,2,1
Q55120394,1,0,1,1,1
Q106084820,1,0,1,1,1
Q124552466,1,0,1,1,1
Q125315789,1,0,1,1,1
Q125045346,1,0,1,1,1
Q138580874,1,0,1,1,1
Q138580877,1,0,1,1,1
Q123189281,1,0,1,1,1
Q124821119,1,0,1,1,1
Q124556126,1,0,1,1,1
Q125038626,1,0,1,1,1
Q125263780,1,0,1,1,1
Q138580889,1,0,1,1,1
Q140363313,1,0,1,1,1
Q125498533,1,0,1,1,1
Q124556245,1,0,1,1,1
Q138580891,1,0,1,1,1
Q124556347,1,0,1,1,1
Q4081479,2,0,2,2,1
Q124759391,1,0,1,1,1
Q6206768,2,0,2,2,1
Q5949264,2,0,2,2,1
Q5637556,2,0,2,2,1
Q124759472,1,0,1,1,1
Q7409616,2,0,2,2,1
Q138580913,2,0,2,2,1
Q5717054,2,0,2,2,1
Q135454512,1,0,1,1,1
Q134468308,2,0,2,2,1
Q93697104,1,0,1,1,1
Q125271641,1,0,1,1,1
Q125316367,1,0,1,1,1
Q138710420,1,0,1,1,1
Q5353134,1,0,1,1,1
Q125264444,1,0,1,1,1
Q625661,4,0,4,3,2
Q1773005,2,0,2,2,2
Q215512,9,0,9,9,4
Q282220,13,0,12,11,5
Q651256,3,0,3,3,2
Q614575,1,0,1,1,1
Q550869,1,0,1,1,1
Q145746,4,0,4,4,3
Q460763,5,0,5,5,4
Q1771963,2,0,2,2,2
Q851749,1,0,1,1,1
Q1775026,3,0,3,3,2
Q1347943,4,0,4,3,2
Q661074,2,0,2,2,1
Q1294423,3,0,3,3,2
Q6940768,1,0,1,1,1
Q1030008,1,0,1,1,1
Q1814684,6,0,6,5,4
Q3223065,3,0,3,2,1
Q4177234,7,0,7,7,2
Q65129982,1,0,1,1,1
Q114671090,1,0,1,1,1
Q1370913,1,0,1,1,1
Q123136728,1,0,1,1,1
Q123136730,1,0,1,1,1
Q123136734,1,0,1,1,1
Q114672619,2,0,2,2,2
Q1889647,1,0,1,1,1
Q1687510,6,0,6,6,1
Q1824842,2,0,2,2,1
Q16938772,8,0,8,8,1
Q2038223,2,0,2,1,1
Q1784980,2,0,2,2,1
Q1771358,2,0,2,1,1
Q212253,2,0,2,2,1
Q1135791,2,0,2,1,1
Q45090,8,0,8,6,5
Q96105737,1,0,1,1,1
Q11903854,1,0,1,1,1
Q16130530,1,0,1,1,1
Q117074434,1,0,1,1,1
Q117074438,1,0,1,1,1
Q117074443,1,0,1,1,1
Q41370,219,195,24,182,26
Q196771,8,0,8,7,5
Q3603697,2,0,2,2,1
Q1154317,4,2,2,4,3
Q1141064,25,21,4,22,8
Q2915076,3,2,1,3,3
Q2689456,1,0,1,1,1
Q6659565,1,0,1,1,1
Q139582293,3,0,3,2,1
Q139890072,1,0,1,1,1
Q138828286,1,0,1,1,1
Q1296510,1,0,1,1,1
Q492665,2,0,2,2,1
Q66919839,2,0,2,1,1
Q853439,1,0,1,1,1
Q85853398,2,0,2,2,2
Q85854026,6,0,6,6,2
Q85853273,4,0,4,4,2
Q85854804,2,0,2,2,1
Q85853544,1,0,1,1,1
Q123168386,1,1,0,1,1
Q115481149,2,0,2,2,2
Q115481221,2,0,2,2,2
Q115481492,2,0,2,2,1
Q4997414,1,0,1,1,1
Q115481377,1,0,1,1,1
Q115481436,1,0,1,1,1
Q138678423,1,0,1,1,1
Q115481907,1,0,1,1,1
Q115481992,2,0,2,2,1
Q115482106,1,0,1,1,1
Q115482179,1,0,1,1,1
Q115482260,1,0,1,1,1
Q115482364,3,0,3,2,1
Q6121173,2,0,2,2,1
Q115750291,2,0,2,2,1
Q4667955,2,0,2,2,1
Q9138251,1,0,1,1,1
Q115750442,1,0,1,1,1
Q115750475,1,0,1,1,1
Q115750534,2,0,2,1,1
Q14920605,2,0,2,2,1
Q115750627,2,0,2,1,1
Q115754089,2,0,2,1,1
Q116729008,1,0,1,1,1
Q139008394,1,1,0,1,1
Q116729011,2,0,2,2,1
Q116729013,2,0,2,2,1
Q11955535,2,0,2,2,1
Q116729102,2,0,2,1,1
Q116729115,2,0,2,2,1
Q117054203,2,0,2,1,1
Q117054206,2,0,2,2,1
Q117054212,2,0,2,1,1
Q117054223,2,0,2,2,1
Q117195731,2,0,2,1,1
Q117195738,2,0,2,2,1
Q117195741,2,0,2,1,1
Q117212369,1,0,1,1,1
Q65129931,1,0,1,1,1
Q117212391,1,0,1,1,1
Q123121662,2,0,2,2,1
Q96049919,1,0,1,1,1
Q139673778,1,0,1,1,1
Q140068814,2,0,2,2,1
Q140289799,2,0,2,2,1
Q6123224,1,0,1,1,1
Q140320822,1,0,1,1,1
Q106414457,1,1,0,1,1
Q140172529,1,1,0,1,1
Q14923277,1,1,0,1,1
Q140320808,1,0,1,1,1
Q140007934,1,0,1,1,1
Q2829011,1,0,1,1,1
Q140420096,2,0,2,2,1
Q361636,1,0,1,1,1
Q400266,1,0,1,1,1
Q4416778,1,0,1,1,1
Q205372,1,0,1,1,1
Q11765188,1,0,1,1,1
Q33026733,1,0,1,1,1
Q360378,1,0,1,1,1
Q5638717,1,0,1,1,1
Q9351247,1,0,1,1,1
Q33026741,1,0,1,1,1
Q11727237,1,0,1,1,1
Q12630462,1,0,1,1,1
Q133263412,2,1,1,2,2
Q9352021,2,1,1,2,2
Q3437128,2,1,1,2,2
Q37085,27,23,4,25,8
Q272277,1,0,1,1,1
Q13408496,1,0,1,1,1
Q5984013,2,1,1,2,2
Q132170354,2,1,1,2,2
Q132170591,2,1,1,2,2
Q133258642,2,1,1,2,2
Q128310030,2,1,1,2,2
Q9252681,2,1,1,2,2
Q2917173,1,0,1,1,1
Q211663,1,0,1,1,1
Q273517,1,0,1,1,1
Q313415,1,0,1,1,1
Q126689,1,0,1,1,1
Q313215,1,0,1,1,1
Q313214,1,0,1,1,1
Q313229,1,0,1,1,1
Q313237,1,0,1,1,1
Q313216,1,0,1,1,1
Q109920,1,0,1,1,1
Q30914,1,0,1,1,1
Q244912,2,0,2,2,2
Q156328,1,0,1,1,1
Q313423,1,0,1,1,1
Q313228,2,0,2,2,1
Q115762115,1,0,1,1,1
Q319034,2,0,2,2,1
Q184273,1,0,1,1,1
Q319049,2,0,2,2,1
Q115945589,1,0,1,1,1
Q2256348,1,0,1,1,1
Q116923335,1,0,1,1,1
Q116923358,2,0,2,2,1
Q116923398,1,0,1,1,1
Q116923405,1,0,1,1,1
Q116923485,1,0,1,1,1
Q116923509,1,0,1,1,1
Q320139,2,0,2,1,1
Q116923523,1,0,1,1,1
Q115804946,1,0,1,1,1
Q115805117,2,0,2,2,1
Q115805223,1,0,1,1,1
Q115037483,1,0,1,1,1
Q7080648,1,0,1,1,1
Q115858848,1,0,1,1,1
Q115805040,1,0,1,1,1
Q115037653,1,0,1,1,1
Q115805414,1,0,1,1,1
Q115805441,1,0,1,1,1
Q115805500,1,0,1,1,1
Q115805592,1,0,1,1,1
Q115805629,1,0,1,1,1
Q115805652,2,0,2,2,1
Q115805697,1,0,1,1,1
Q115806723,1,0,1,1,1
Q115806778,1,0,1,1,1
Q115806861,1,0,1,1,1
Q115806942,2,0,2,2,1
Q115807054,1,0,1,1,1
Q115807184,2,0,2,2,1
Q115807230,1,0,1,1,1
Q115807389,1,0,1,1,1
Q115858871,1,0,1,1,1
Q115858878,1,0,1,1,1
Q115858883,1,0,1,1,1
Q115858892,1,0,1,1,1
Q115858899,1,0,1,1,1
Q115858908,1,0,1,1,1
Q115858915,1,0,1,1,1
Q139884753,2,0,2,2,1
Q138697258,1,0,1,1,1
Q138720753,1,0,1,1,1
Q139592293,1,0,1,1,1
Q138847618,1,0,1,1,1
Q126009633,1,0,1,1,1
Q138746211,1,0,1,1,1
Q138714921,1,0,1,1,1
Q1676833,4,0,4,2,1
Q139857974,1,0,1,1,1
Q139659753,1,0,1,1,1
Q137755683,1,0,1,1,1
Q536485,2,0,2,1,1
Q140377330,2,0,2,2,1
Q922184,2,1,1,2,2
Q11927454,2,0,2,2,2
Q138721701,1,0,1,1,1
Q106128816,1,0,1,1,1
Q139580532,1,0,1,1,1
Q138943036,1,0,1,1,1
Q6818896,3,0,3,2,1
Q140312224,1,0,1,1,1
Q139764673,1,0,1,1,1
Q139929205,1,0,1,1,1
Q138722235,1,0,1,1,1
Q140254011,1,0,1,1,1
Q139585798,1,0,1,1,1
Q140254438,1,0,1,1,1
Q140420013,1,1,0,1,1
Q24954387,1,0,1,1,1
Q11716821,1,0,1,1,1
Q65124445,1,0,1,1,1
Q65125957,2,0,2,2,1
Q140312531,1,0,1,1,1
Q138863127,1,0,1,1,1
Q138716626,1,0,1,1,1
Q138973292,1,0,1,1,1
Q138942220,1,1,0,1,1
Q140288971,1,1,0,1,1
Q138715594,1,1,0,1,1
Q139891255,1,0,1,1,1
Q139928701,1,0,1,1,1
Q140044404,1,0,1,1,1
Q139104695,1,1,0,1,1
Q20757870,1,0,1,1,1
Q65128328,1,0,1,1,1
Q85853423,1,0,1,1,1
Q85853675,1,0,1,1,1
Q139583049,1,0,1,1,1
Q140235096,2,0,2,1,1
Q140235269,1,1,0,1,1
Q139568157,1,0,1,1,1
Q140068833,1,0,1,1,1
Q28730,29,11,18,23,9
Q140289945,1,1,0,1,1
Q140288444,1,1,0,1,1
Q140247885,1,1,0,1,1
Q138844058,1,1,0,1,1
Q138609317,1,0,1,1,1
Q138658762,1,1,0,1,1
Q26743342,1,0,1,1,1
Q139580558,1,1,0,1,1
Q2915121,6,0,6,6,2
Q2914557,7,0,7,7,2
Q2670550,12,0,12,12,5
Q477527,5,0,5,5,2
Q2210407,5,0,5,5,2
Q1800542,4,0,4,4,2
Q4207606,6,0,6,6,3
Q51676,16,0,16,13,4
Q9077,8,0,8,8,5
Q1938388,1,0,1,1,1
Q1941782,3,0,3,3,2
Q321166,3,0,3,3,2
Q159443,11,0,11,10,3
Q1675214,8,0,8,7,2
Q128063,4,0,4,3,2
Q2338482,3,0,3,3,1
Q2836764,3,0,3,2,1
Q28665879,3,0,3,3,1
Q114681466,3,0,3,2,1
Q2603903,3,0,3,3,1
Q114878230,3,0,3,2,1
Q109376137,4,0,4,4,2
Q140100,11,8,3,10,7
Q2904547,3,0,3,3,1
Q2025510,2,0,2,1,1
Q114905392,2,0,2,2,1
Q1989339,2,0,2,2,1
Q115738659,2,0,2,1,1
Q115738592,2,0,2,2,1
Q114905239,2,0,2,1,1
Q114905078,2,0,2,2,1
Q3276278,2,0,2,1,1
Q108612981,2,0,2,2,1
Q18192237,2,0,2,1,1
Q6176509,2,0,2,2,1
Q12591,1,0,1,1,1
Q85853840,2,0,2,2,1
Q3482128,1,0,1,1,1
Q85854044,6,0,6,5,3
Q85854187,6,0,6,6,3
Q117054231,2,0,2,2,1
Q117054240,1,0,1,1,1
Q117054247,1,0,1,1,1
Q117054252,1,0,1,1,1
Q117054261,2,0,2,2,1
Q5404150,2,0,2,2,1
Q140277255,1,1,0,1,1
Q115052422,2,0,2,2,1
Q6182499,2,0,2,2,1
Q2424977,2,0,2,2,1
Q6577515,5,0,5,5,4
Q20888416,3,0,3,3,2
Q3603527,1,0,1,1,1
Q138714031,1,0,1,1,1
Q138942251,1,0,1,1,1
Q140486012,9,4,5,8,3
Q115052531,1,0,1,1,1
Q115052712,1,0,1,1,1
Q115053944,1,0,1,1,1
Q115053965,1,0,1,1,1
Q123159077,1,0,1,1,1
Q115054087,1,0,1,1,1
Q115091007,1,0,1,1,1
Q115091034,1,0,1,1,1
Q115091088,1,0,1,1,1
Q115091142,1,0,1,1,1
Q115091192,1,0,1,1,1
Q11684128,1,0,1,1,1
Q1337316,2,0,2,2,2
Q43280403,15,9,6,11,5
Q117067059,2,0,2,2,2
Q117066963,1,0,1,1,1
Q117066407,1,0,1,1,1
Q117054285,1,0,1,1,1
Q117054281,1,0,1,1,1
Q138794179,1,0,1,1,1
Q133885934,1,0,1,1,1
Q6416566,1,0,1,1,1
Q138575503,1,0,1,1,1
Q138716663,1,0,1,1,1
Q138722297,1,0,1,1,1
Q140032745,1,0,1,1,1
Q3992381,3,0,3,2,1
Q85854338,1,0,1,1,1
Q85853555,1,0,1,1,1
Q85854694,1,0,1,1,1
Q139270762,2,0,2,2,1
Q140031414,1,0,1,1,1
Q22018139,4,0,4,4,2
Q85852881,3,0,3,2,1
Q139270783,1,0,1,1,1
Q139105278,1,0,1,1,1
Q138836691,1,0,1,1,1
Q123168777,1,0,1,1,1
Q138744777,1,0,1,1,1
Q138701416,1,0,1,1,1
Q140316138,1,0,1,1,1
Q138843766,1,1,0,1,1
Q139671019,1,1,0,1,1
Q138690625,1,0,1,1,1
Q67219740,1,0,1,1,1
Q80198030,1,0,1,1,1
Q67219747,1,0,1,1,1
Q85854718,1,0,1,1,1
Q794991,1,0,1,1,1
Q1056931,3,0,3,3,2
Q140009792,2,0,2,1,1
Q139492046,2,0,2,2,1
Q140160297,1,0,1,1,1
Q138744866,1,0,1,1,1
Q203251,3,0,3,3,2
Q85854722,1,0,1,1,1
Q135979824,1,0,1,1,1
Q139679044,1,0,1,1,1
Q139679053,1,0,1,1,1
Q138848707,1,0,1,1,1
Q139832399,1,0,1,1,1
Q29167793,2,0,2,1,1
Q139592801,1,0,1,1,1
Q139679239,1,0,1,1,1
Q85852675,1,0,1,1,1
Q10271944,1,0,1,1,1
Q3344859,1,0,1,1,1
Q7734,1,0,1,1,1
Q67219744,1,0,1,1,1
Q67219745,1,0,1,1,1
Q67219746,1,0,1,1,1
Q85852816,2,0,2,2,1
Q2899037,1,0,1,1,1
Q85853470,2,0,2,2,1
Q85854115,1,0,1,1,1
Q139882201,2,0,2,2,1
Q139860046,1,0,1,1,1
Q138973147,1,0,1,1,1
Q138656270,1,0,1,1,1
Q140472085,1,0,1,1,1
Q138787635,1,0,1,1,1
Q8074241,2,0,2,2,1
Q140131400,1,0,1,1,1
Q138710790,1,0,1,1,1
Q139741844,1,0,1,1,1
Q139858084,1,0,1,1,1
Q140289766,1,0,1,1,1
Q139962196,1,0,1,1,1
Q140172322,1,0,1,1,1
Q18225944,1,0,1,1,1
Q138747292,1,0,1,1,1
Q9366449,1,0,1,1,1
Q9158805,1,0,1,1,1
Q9188858,1,0,1,1,1
Q11834917,1,0,1,1,1
Q85852737,1,0,1,1,1
Q138610119,1,0,1,1,1
Q22017204,1,0,1,1,1
Q138679387,1,1,0,1,1
Q138713948,1,0,1,1,1
Q140320750,1,0,1,1,1
Q124749788,1,0,1,1,1
Q138847431,1,0,1,1,1
Q140472420,1,0,1,1,1
Q140032875,1,0,1,1,1
Q140068842,1,0,1,1,1
Q138713556,1,0,1,1,1
Q140277274,1,0,1,1,1
Q138862766,1,0,1,1,1
Q138747309,1,0,1,1,1
Q138862788,1,0,1,1,1
Q138785834,1,0,1,1,1
Q139008687,1,0,1,1,1
Q138634751,1,0,1,1,1
Q140355816,1,0,1,1,1
Q139929149,1,0,1,1,1
Q123165969,1,0,1,1,1
Q138785848,1,0,1,1,1
Q138744911,1,0,1,1,1
Q140289921,1,0,1,1,1
Q140137996,1,0,1,1,1
Q139221352,1,0,1,1,1
Q138785933,1,0,1,1,1
Q16128781,2,1,1,2,2
Q123165968,2,0,2,2,2
Q138714467,2,0,2,2,2
Q2915270,8,0,8,6,4
Q139583200,2,0,2,2,2
Q138713654,2,0,2,2,2
Q138778321,2,0,2,2,2
Q139962121,2,2,0,2,2
Q74891,7,3,4,7,3
Q132132935,5,3,2,5,3
Q6039896,5,3,2,5,3
Q313238,2,0,2,2,2
Q851686,3,0,3,2,2
Q139672422,2,2,0,2,2
Q138701460,2,0,2,2,2
Q139575398,2,0,2,2,2
Q138795191,3,0,3,2,2
Q139574917,6,6,0,4,2
Q140247878,2,1,1,2,2
Q139492418,2,0,2,2,1
Q139268185,1,1,0,1,1
Q138721705,1,0,1,1,1
Q138942280,1,1,0,1,1
Q139270825,1,0,1,1,1
Q140030762,1,0,1,1,1
Q130306009,1,0,1,1,1
Q139601093,1,1,0,1,1
Q138786777,1,0,1,1,1
Q140382330,1,1,0,1,1
Q140312599,2,2,0,1,1
Q138713763,1,1,0,1,1
Q139678428,1,1,0,1,1
Q138720670,1,1,0,1,1
Q138768325,1,1,0,1,1
Q139580941,1,1,0,1,1
Q2903701,1,1,0,1,1
Q5354450,2,2,0,2,1
Q816667,6,6,0,6,3
Q124375125,4,0,4,4,3
Q5410951,1,1,0,1,1
Q63555805,2,2,0,2,2
Q132165535,2,2,0,2,2
Q125478944,2,2,0,2,2
Q65303389,1,1,0,1,1
Q133269048,1,1,0,1,1
Q65303361,2,2,0,2,2
Q65303210,1,1,0,1,1
Q132166874,1,0,1,1,1
Q65303236,1,1,0,1,1
Q133263354,1,0,1,1,1
Q140254618,2,2,0,2,2
Q65303219,1,1,0,1,1
Q65302982,1,1,0,1,1
Q63555948,1,1,0,1,1
Q133257574,1,0,1,1,1
Q65302941,1,1,0,1,1
Q140288237,1,0,1,1,1
Q139488705,1,0,1,1,1
Q138679459,1,1,0,1,1
Q132166507,1,1,0,1,1
Q10343349,1,1,0,1,1
Q22039166,1,0,1,1,1
Q133269074,1,1,0,1,1
Q62029455,1,1,0,1,1
Q138035004,1,1,0,1,1
Q124315798,1,1,0,1,1
Q71267,1,1,0,1,1
Q65303551,1,1,0,1,1
Q138691037,1,0,1,1,1
Q139890341,1,0,1,1,1
Q139270941,1,1,0,1,1
Q140312273,1,1,0,1,1
Q139928707,1,0,1,1,1
Q20502064,1,1,0,1,1
Q140068854,1,0,1,1,1
Q126009808,1,1,0,1,1
Q139575444,1,0,1,1,1
Q140355744,1,1,0,1,1
Q140133636,1,1,0,1,1
Q140042758,1,1,0,1,1
Q139383428,1,1,0,1,1
Q139297520,1,1,0,1,1
Q123159226,1,1,0,1,1
Q138713172,1,1,0,1,1
Q138835411,1,1,0,1,1
Q106546002,1,1,0,1,1
Q4331914,4,4,0,4,1
Q138713515,1,1,0,1,1
Q97171041,1,0,1,1,1
Q467115,1,1,0,1,1
Q139104470,2,2,0,2,1
Q138721721,2,2,0,2,1
Q321804,3,1,2,3,3
Q138942310,1,1,0,1,1
Q3567244,9,7,2,7,3
Q140486113,1,0,1,1,1
Q140032442,3,3,0,3,2
Q139490441,2,2,0,2,1
Q140289012,3,3,0,3,2
Q130323174,1,1,0,1,1
Q140185473,1,1,0,1,1
Q123159228,1,1,0,1,1
Q1341397,1,1,0,1,1
Q319116,5,4,1,5,2
Q5637565,6,5,1,6,1
Q7828518,2,2,0,2,1
Q124098203,2,2,0,1,1
Q133265025,1,1,0,1,1
Q6959218,5,1,4,3,1
Q3334052,6,6,0,5,1
Q133264893,1,1,0,1,1
Q192785,1,0,1,1,1
Q2131345,2,0,2,2,1
Q2559051,6,6,0,6,2
Q2910439,9,6,3,8,1
Q138843527,2,2,0,2,2
Q140130800,1,1,0,1,1
Q138715703,1,1,0,1,1
Q1514983,3,0,3,3,2
Q1195680,4,0,4,3,2
Q6394968,1,0,1,1,1
Q16595329,3,0,3,2,2
Q140053753,1,1,0,1,1
Q140377287,1,1,0,1,1
Q140131269,2,0,2,1,1
Q140289745,1,1,0,1,1
Q138768384,1,1,0,1,1
Q140355674,2,0,2,2,1
Q139883648,1,0,1,1,1
Q138863136,1,0,1,1,1
Q138863149,1,1,0,1,1
Q138972247,2,2,0,2,1
Q140486002,1,1,0,1,1
Q138847635,1,1,0,1,1
Q140172519,1,1,0,1,1
Q140472316,1,1,0,1,1
Q139268271,1,1,0,1,1
Q133456354,1,0,1,1,1
Q141017653,5,5,0,4,1
Q140053768,3,3,0,3,1
Q140472345,1,1,0,1,1
Q140377248,1,1,0,1,1
Q139928723,1,1,0,1,1
Q139660799,1,1,0,1,1
Q139847189,1,1,0,1,1
Q138679908,1,1,0,1,1
Q138786846,1,1,0,1,1
Q140130775,3,3,0,3,1
Q138863467,1,0,1,1,1
Q138721781,1,1,0,1,1
Q138862803,1,1,0,1,1
Q140312264,1,1,0,1,1
Q133268748,1,1,0,1,1
Q138786901,1,0,1,1,1
Q140030800,1,1,0,1,1
Q139580593,1,0,1,1,1
Q139383525,1,1,0,1,1
Q139575467,1,1,0,1,1
Q139963677,1,1,0,1,1
Q11955533,1,1,0,1,1
Q139583253,1,1,0,1,1
Q139890975,1,1,0,1,1
Q140288456,1,1,0,1,1
Q400294,2,0,2,2,1
Q5949258,1,0,1,1,1
Q140289071,1,0,1,1,1
