qid,totalRefs,totalPrimaryRefs,totalSecondaryRefs,verseRefs,chapterRefs
Q665541,5,5,0,5,1
Q124751797,1,0,1,1,1
Q313216,1,1,0,1,1
Q109920,1,1,0,1,1
Q30914,1,1,0,1,1
Q244912,1,1,0,1,1
Q313232,1,1,0,1,1
Q334736,1,0,1,1,1
Q5581166,4,4,0,4,2
Q126194507,1,0,1,1,1
Q11727245,2,2,0,2,1
Q313225,1,0,1,1,1
Q11762292,3,3,0,2,1
Q11762291,1,1,0,1,1
Q41370,1,0,1,1,1
Q70899,1,0,1,1,1
Q302,1,0,1,1,1
Q289957,3,0,3,2,1
Q220822,1,0,1,1,1
