qid,totalRefs,totalPrimaryRefs,totalSecondaryRefs,verseRefs,chapterRefs
Q9200,1,1,0,1,1
Q212647,3,3,0,2,2
Q302,42,0,42,4,4
Q724476,2,2,0,2,2
Q460763,1,0,0,1,1
Q1382493,1,1,0,1,1
Q106084401,1,1,0,1,1
