qid,totalRefs,totalPrimaryRefs,totalSecondaryRefs,verseRefs,chapterRefs
Q302,68,64,4,57,17
Q44015,4,4,0,4,2
Q2733634,4,4,0,4,2
Q574641,1,0,1,1,1
Q1411953,1,0,1,1,1
Q41370,2,0,2,2,2
Q45581,1,1,0,1,1
Q9077,1,0,1,1,1
