qid,totalRefs,totalPrimaryRefs,totalSecondaryRefs,verseRefs,chapterRefs
Q33923,1,1,0,1,1
Q302,21,0,21,5,5
Q194808,1,0,1,1,1
Q9181,1,0,1,1,1
Q81422,1,0,1,1,1
Q312376,1,1,0,1,1
