qid,totalRefs,totalPrimaryRefs,totalSecondaryRefs,verseRefs,chapterRefs
Q44387,2,1,1,2,2
Q604259,4,4,0,4,2
Q18238415,2,0,2,2,1
Q125481695,2,0,2,2,1
Q783824,8,8,0,8,2
Q302,6,0,6,3,3
Q320139,4,4,0,4,1
Q139571184,2,2,0,2,1
Q138837009,2,0,2,2,1
Q6176509,1,0,1,1,1
Q123272167,1,1,0,1,1
Q131918845,1,1,0,1,1
Q282220,2,0,2,2,1
Q145746,1,0,1,1,1
Q41370,6,0,6,5,2
Q313216,1,0,1,1,1
Q135646994,1,0,1,1,1
