qid,totalRefs,totalPrimaryRefs,totalSecondaryRefs,verseRefs,chapterRefs
Q9200,2,2,0,2,2
Q302,44,0,44,38,6
Q33923,7,0,7,7,2
Q43399,2,0,2,2,1
Q43999,2,0,2,2,1
Q44015,2,0,2,2,1
Q43675,2,0,2,2,1
Q43982,2,0,2,2,1
Q43669,2,0,2,2,1
Q43600,2,0,2,2,1
Q44047,2,0,2,2,1
Q43945,2,0,2,2,1
Q12871,2,0,2,2,1
Q44020,2,0,2,2,1
Q26925,3,0,3,3,2
Q185856,3,0,3,3,1
Q320136,2,0,2,2,1
Q9181,9,0,9,9,2
Q183403,5,0,5,4,1
Q671872,5,0,5,5,1
Q214617,5,0,5,4,1
Q194808,4,0,4,4,1
